address_raw,address_type,address_clean,lat,lon,geocoding_quality,geocoding_method,matched_address
"C. la Crónica, 27 malaga",house_number,"Calle la Crónica, 27, Málaga, Spain",36.6864997,-4.4502494,high,original,"27, Calle La Crónica, Almudena, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Cruz del Humilladero, 8 - malaga",house_number,"Cruz del Humilladero, 8, Málaga, Spain",36.7129889,-4.4411763,medium,original,"Cruz del Humilladero, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
C. Sgto. Crooke López 12,house_number,"Calle Sgto. Crooke López 12, Málaga, Spain",36.7014332,-4.4397044,medium,expanded_names,"Calle Sargento Crooke López, 25 Años de Paz, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"C. Stendhal, 2 MALAGA",house_number,"Calle Stendhal, 2, Málaga, Spain",36.717397,-4.4547153,high,original,"2, Calle Stendhal, La Barriguilla, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
C. Villanueva de Algaidas 12,house_number,"Calle Villanueva de Algaidas 12, Málaga, Spain",36.6863193,-4.4555648,high,original,"12, Calle Villanueva de Algaidas, Mainake, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
C. Deva MALAGA,street_only,"Calle Deva, Málaga, Spain",36.7392292,-4.4324776,high,original,"Calle Deva, La Palma, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"doctor marañon, 23 Malaga",house_number,"Doctor Marañon, 23, Málaga, Spain",36.7300898,-4.4286481,medium,original,"Centro Social de Mayores Doctor Marañon, 23, Avenida Doctor Marañón, Martiricos, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España"
"C. Dolores Ibárruri, 29MALAGA",house_number,"Calle Dolores Ibárruri, 29, Málaga, Spain",36.6961932,-4.4639988,high,original,"29, Calle Dolores Ibárruri, El Higueral, Polígono Industrial Santa Barbara, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"C. Driza, 24",house_number,"Calle Driza, 24, Málaga, Spain",36.6977641,-4.4756402,medium,original,"Calle Driza, Los Prados, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Calle Dr. Muguerza Bernal, 15",house_number,"Calle Dr. Muguerza Bernal, 15, Málaga, Spain",36.7402427,-4.4270469,high,original,"15, Calle Doctor Mugüerza Bernal, 503 Viviendas, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"duero con Eresma, Malaga",intersection,"Duero and Eresma, Málaga, Spain",36.7378339,-4.4307338,low,first_street_of_intersection,"Duero, Calle Duero, La Palma, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"Edison, 6  - Malaga",house_number,"Edison, 6, Málaga, Spain",36.7128127,-4.4358874,medium,original,"Calle Edison, Los Tilos, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
calle encarnacion fontiveros 4 malaga,house_number,"Calle Encarnacion Fontiveros 4, Málaga, Spain",36.7258148,-4.4476279,medium,original,"Colegio de Educación Infantil y Primaria Manuel Garbayo, 4, Calle Encarnación Fontiveros, La Encarnación, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
calle esla 3,house_number,"Calle Esla 3, Málaga, Spain",36.7412417,-4.4304124,medium,original,"Calle Esla, La Palma, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"Eugenio Gross, 36 - Malaga",house_number,"Eugenio Gross, 36, Málaga, Spain",36.7246061,-4.4355004,high,original,"36, Calle Eugenio Gross, La Trinidad, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España"
"Eugenio Gross, 60 Malaga",house_number,"Eugenio Gross, 60, Málaga, Spain",36.7266416,-4.4348061,high,original,"60, Calle Eugenio Gross, La Trinidad, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España"
"Explanada de la Estacion, 6 - Malaga",house_number,"Explanada de la Estacion, 6, Málaga, Spain",36.71287,-4.4308694,medium,original,"Hostal Acapulco, 6, Calle Explanada de la Estación, Explanada de la Estación, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"Fernández Fermina, 40",house_number,"Fernández Fermina, 40, Málaga, Spain",36.7127247,-4.4460976,medium,original,"Calle Fernández Fermina, Núcleo General Franco, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Monseñor Oscar Romero, 3 - Malaga",house_number,"Monseñor Oscar Romero, 3, Málaga, Spain",36.7156501,-4.4403569,high,original,"3, Calle Monseñor Óscar Romero, Polígono Alameda, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
"Francisco Jimenez Lomas, 14 - malaga",house_number,"Francisco Jimenez Lomas, 14, Málaga, Spain",36.6947445,-4.4457762,high,original,"14, Calle Francisco Jiménez Lomas, Parque Mediterráneo, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Francisco Pacheco, 11  - malaga",house_number,"Francisco Pacheco, 11, Málaga, Spain",36.6913753,-4.4477172,high,original,"11, Calle Francisco Pacheco, Santa Paula, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Frigiliana, 18 - MALAGA",house_number,"Frigiliana, 18, Málaga, Spain",36.6954963,-4.4438093,high,original,"18, Calle Frigiliana, Parque Mediterráneo, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"Gaucin esquina Angelillo de Triana,  malaga",intersection,"Gaucin and Angelillo de Triana, Málaga, Spain",36.6986098,-4.4498469,low,first_street_of_intersection,"Calle Gaucín, Vistafranca, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"Gerona, 34 - Malaga",house_number,"Gerona, 34, Málaga, Spain",36.7133433,-4.4393883,high,original,"34, Calle Gerona, Cruz del Humilladero, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
godino 2-4 malaga,house_number,"Godino 2-4, Málaga, Spain",36.733035,-4.4300857,medium,original,"Calle Godino, La Roca, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
C. Godino & Av. de Luis Buñuel Malaga,street_only,"Calle Godino and Avenida de Luis Buñuel, Málaga, Spain",36.7332679,-4.4302273,low,generic_and_fallback,"Calle Godino, La Roca, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"calle gongora, 22 malaga",house_number,"Calle Gongora, 22, Málaga, Spain",36.7097416,-4.4303632,high,original,"22, Calle Góngora, Parque Ayala, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"Gregorio de Diego, 23 MALAGA",house_number,"Gregorio de Diego, 23, Málaga, Spain",36.6918487,-4.4549045,low,street_only_fallback,"Gregorio Diego - Puerta Blanca, Avenida Gregorio Diego, Puerta Blanca, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"Gregorio de Diego, 7",house_number,"Gregorio de Diego, 7, Málaga, Spain",36.6918487,-4.4549045,medium,original,"Gregorio Diego - Puerta Blanca, Avenida Gregorio Diego, Puerta Blanca, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"heroe de sostoa, 128",house_number,"Heroe de Sostoa, 128, Málaga, Spain",36.7055992,-4.4382938,medium,original,"Calle Héroe de Sostoa, Huelin, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"Heroe de Sostoa, 14",house_number,"Heroe de Sostoa, 14, Málaga, Spain",36.7101894,-4.4328206,high,original,"14, Calle Héroe de Sostoa, Parque Ayala, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"Heroe de Sostoa, 170 - Malaga",house_number,"Heroe de Sostoa, 170, Málaga, Spain",36.7026718,-4.4422424,high,original,"170, Calle Héroe de Sostoa, Alaska, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"C. Héroe de Sostoa, 84",house_number,"Calle Héroe de Sostoa, 84, Málaga, Spain",36.7075038,-4.4360457,high,original,"84, Calle Héroe de Sostoa, Jardín de la Abadía, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"C. Héroe de Sostoa, 73",house_number,"Calle Héroe de Sostoa, 73, Málaga, Spain",36.7061943,-4.4373631,high,original,"73, Calle Héroe de Sostoa, Jardín de la Abadía, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"C. Héroe de Sostoa, 33",house_number,"Calle Héroe de Sostoa, 33, Málaga, Spain",36.7087167,-4.4341513,high,original,"33, Calle Héroe de Sostoa, Jardín de la Abadía, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"Hilera, 28- Malaga",house_number,"Hilera, 28, Málaga, Spain",36.7178947,-4.4279231,medium,original,"Calle Hilera, Perchel Norte, El Perchel, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29005, España"
"C. Hipócrates, 6-8 MALAGA",house_number,"Calle Hipócrates, 6-8, Málaga, Spain",36.7321261,-4.4484654,medium,original,"Calle Hipócrates, Florisol, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29080, España"
"Honduras, 6 - Malaga",house_number,"Honduras, 6, Málaga, Spain",36.7203878,-4.4350844,high,original,"6, Calle Honduras, Haza Cuevas, Mármoles (Cruz de Humilladero), Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Horacio Lengo, 13-15 Malaga",house_number,"Horacio Lengo, 13-15, Málaga, Spain",36.7123821,-4.4406738,medium,original,"Calle Horacio Lengo, Cruz del Humilladero, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Ildefonso Marzo, 26 - malaga",house_number,"Ildefonso Marzo, 26, Málaga, Spain",36.6975735,-4.4463481,high,original,"26, Calle Ildefonso Marzo, Haza Honda, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"Imperio Argentina, 1 - Malaga",house_number,"Imperio Argentina, 1, Málaga, Spain",36.6841643,-4.4580848,high,original,"1, Avenida Imperio Argentina, Finca El Pato, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
Imperio Argentina - Marilyn Monroe MALAGA,street_only,"Imperio Argentina - Marilyn Monroe, Málaga, Spain",36.6825174,-4.4547378,high,original,"Imperio Argentina - Monroe, Avenida Imperio Argentina, Finca El Pato, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Ingeniero de la Torre Acosta, 30",house_number,"Ingeniero de la Torre Acosta, 30, Málaga, Spain",36.7206996,-4.4390052,high,original,"30, Calle Ingeniero de la Torre Acosta, Haza Cuevas, Mármoles (Cruz de Humilladero), Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Ingeniero Díaz Petersen, 16",house_number,"Ingeniero Díaz Petersen, 16, Málaga, Spain",36.7036028,-4.4470547,medium,typo_fix,"Calle Ingeniero Díaz Peterson, Dos Hermanas, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"Av. de Isaac Peral, 21  MALAGA",house_number,"Avenida de Isaac Peral, 21, Málaga, Spain",36.6930526,-4.4590092,medium,simplified,"Avenida Isaac Peral, Guadaljaire, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"C. del Jalón, 26",house_number,"Calle del Jalón, 26, Málaga, Spain",36.6831622,-4.4513575,high,simplified,"26, Calle Jalón, Finca El Pato, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"C. James Joyce, 10 MALAGA",house_number,"Calle James Joyce, 10, Málaga, Spain",36.7220738,-4.4583771,medium,original,"Calle James Joyce, Camino de Antequera, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
Jane Bowles con Borodin - Malaga,intersection,"Jane Bowles and Borodin, Málaga, Spain",36.7444657,-4.4265487,low,first_street_of_intersection,"Avenida Jane Bowles, Las Virreinas, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29014, España"
"Joaquin Gaztambide, 11",house_number,"Joaquin Gaztambide, 11, Málaga, Spain",36.7491463,-4.42587,medium,original,"Cash Fresh, 11, Calle Joaquín Gaztambide, Las Virreinas, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
C. Jose Iturbi,street_only,"Calle Jose Iturbi, Málaga, Spain",36.7261939,-4.4434751,high,original,"Calle José Iturbi, Los Castillejos, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29080, España"
Jose Iturbi esquina Sondalezas,intersection,"Jose Iturbi and Sondalezas, Málaga, Spain",36.7261939,-4.4434751,low,first_street_of_intersection,"Calle José Iturbi, Los Castillejos, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29080, España"
Alcalde Jose Luis Estrada esquina Galeno - Malaga,intersection,"Alcalde Jose Luis Estrada and Galeno, Málaga, Spain",36.7302197,-4.4453752,low,first_street_of_intersection,"Alcalde José Luis Estrada, Calle Alcalde José Luis Estrada, Florisol, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29080, España"
"Jose Ortega y Gasset, 115  malaga",house_number,"Jose Ortega y Gasset, 115, Málaga, Spain",36.7197209,-4.5339168,medium,original,"Avenida José Ortega y Gasset, Pilar del Prado, Campanillas, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29590, España"
"Av. de José Ortega y Gasset, 23, malaga",house_number,"Avenida de José Ortega y Gasset, 23, Málaga, Spain",36.7114469,-4.4441424,high,simplified,"23, Avenida José Ortega y Gasset, Santa Julia, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
"Av. de José Ortega y Gasset, 8",house_number,"Avenida de José Ortega y Gasset, 8, Málaga, Spain",36.7122852,-4.4434567,medium,simplified,"Colegio de Educación Infantil y Primaria Giner de los Rïos, 8, Avenida José Ortega y Gasset, Cruz del Humilladero, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
Calle Josep Pla MALAGA,street_only,"Calle Josep Pla, Málaga, Spain",36.732497,-4.4352484,high,original,"Calle Josep Pla, La Roca, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
C. Juan de Robles MALAGA,street_only,"Calle Juan de Robles, Málaga, Spain",36.7233175,-4.4572938,high,original,"Calle Juan de Robles, Camino de Antequera, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"Juan de Valdes, 16 - Malaga",house_number,"Juan de Valdes, 16, Málaga, Spain",36.7201055,-4.4526855,high,original,"16, Calle Juan de Valdés, Camino de Antequera, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"C. Juan García Hortelano, 29",house_number,"Calle Juan García Hortelano, 29, Málaga, Spain",36.7336199,-4.4365893,medium,original,"Calle Juan García Hortelano, Arroyo de los Ángeles, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
Juanita Reina 6  MALAGA,house_number,"Juanita Reina 6, Málaga, Spain",36.7218016,-4.4427884,medium,original,"Calle Juanita Reina, Nueva Málaga, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Juan Martinez Montañes, 7 - malaga",house_number,"Juan Martinez Montañes, 7, Málaga, Spain",36.6924775,-4.4576424,high,original,"7, Calle Juan Martínez Montañés, Guadaljaire, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
La Hoz esquina carpio - malaga,intersection,"La Hoz and Carpio, Málaga, Spain",36.7024493,-4.4384962,low,first_street_of_intersection,"Calle La Hoz, Huelin, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
"C. Lebrija, 6-8 malaga",house_number,"Calle Lebrija, 6-8, Málaga, Spain",,,failed,none,
"C. Luis Barahona de Soto, 11-malaga",house_number,"Calle Luis Barahona de Soto, 11, Málaga, Spain",36.6930916,-4.4447707,high,original,"11, Calle Luis Barahona de Soto, Parque Mediterráneo, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
luis buñuel con avenida simon bolivar  Malaga,intersection,"Luis Buñuel and Avenida Simon Bolivar, Málaga, Spain",36.7329633,-4.4285302,low,first_street_of_intersection,"Avenida Luis Buñuel, Martiricos, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
Magistrado Salvador Barbera 11 MALAGA,house_number,"Magistrado Salvador Barbera 11, Málaga, Spain",36.7244852,-4.4440931,high,original,"11, Calle Magistrado Salvador Barberá, Nueva Málaga, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"C. Magistrado Salvador Barbera, 19",house_number,"Calle Magistrado Salvador Barbera, 19, Málaga, Spain",36.7267397,-4.4444178,medium,original,"Calle Magistrado Salvador Barberá, Los Castillejos, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29080, España"
Magistrado Salvador Barbera esquina Pablo Luna - Malaga,intersection,"Magistrado Salvador Barbera and Pablo Luna, Málaga, Spain",36.7240588,-4.4436073,low,first_street_of_intersection,"Salvador Barberá - Escalonilla, Calle Magistrado Salvador Barberá, Nueva Málaga, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"C. de Mark Twain, 4",house_number,"Calle de Mark Twain, 4, Málaga, Spain",36.7344428,-4.4306612,medium,simplified,"Calle Mark Twain, La Roca, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
Marques Ovieco esquina seguismundo moret,intersection,"Marques Ovieco and Seguismundo Moret, Málaga, Spain",36.7285966,-4.4375149,low,first_street_of_intersection,"Calle Marqués de Ovieco, Victoria Eugenia, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29080, España"
martin de la plaza malaga 18,house_number,"Martin de la Plaza Malaga 18, Málaga, Spain",36.7245658,-4.431681,low,street_only_fallback,"Farmacia Martín Navarro, 9, Plaza Bailén, La Trinidad (Centro), La Trinidad, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España"
"C. Martínez de la Rosa, 25-19",house_number,"Calle Martínez de la Rosa, 25-19, Málaga, Spain",36.72627,-4.4369772,medium,original,"Calle Martínez de la Rosa, Haza del Campillo, La Trinidad (Bailén-Miraflores), Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España"
"C. Martínez de la Rosa, 69 malaga",house_number,"Calle Martínez de la Rosa, 69, Málaga, Spain",36.7261273,-4.4367006,high,original,"69, Calle Martínez de la Rosa, Haza del Campillo, La Trinidad (Bailén-Miraflores), Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
Martinez de la Rosa esquina Leon Felipe - Malaga,intersection,"Martinez de la Rosa and Leon Felipe, Málaga, Spain",36.7269771,-4.4402773,low,first_street_of_intersection,"Martínez de la Rosa - Barón de Les, Calle Martínez de la Rosa, Suárez, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29080, España"
martinez maldonado 47 - Malaga,house_number,"Martinez Maldonado 47, Málaga, Spain",36.7213578,-4.4354478,high,original,"47, Calle Martínez Maldonado, Gamarra, Mármoles (Cruz de Humilladero), Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
Calle martinez maldonado 74,house_number,"Calle Martinez Maldonado 74, Málaga, Spain",36.7216808,-4.4422732,high,original,"74, Calle Martínez Maldonado, Las Chapas, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"C. Máximo Gorky, 4-8",house_number,"Calle Máximo Gorky, 4-8, Málaga, Spain",36.7347711,-4.435246,medium,original,"Calle Máximo Gorky, La Roca, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"Miraflores de los Angeles, 16 - Malaga",house_number,"Miraflores de los Angeles, 16, Málaga, Spain",36.7302042,-4.4421619,medium,original,"Miraflores de los Ángeles, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España"
"calle muñoz seca 115, Malaga",house_number,"Calle Muñoz Seca 115, Málaga, Spain",36.7485019,-4.4241521,medium,original,"Calle Muñoz Seca, Ciudad Jardín, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29014, España"
Nehemias con Juan Gris - Malaga,intersection,"Nehemias and Juan Gris, Málaga, Spain",36.7046963,-4.4557452,low,first_street_of_intersection,"Avenida Nehemías, Cortijo de Torres, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
niño de gloria 13  - malaga,house_number,"Niño de Gloria 13, Málaga, Spain",36.7008689,-4.4489328,high,original,"13, Calle Niño de Gloria, El Torcal, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"Nuestra señora de los Clarines, 8",house_number,"Nuestra Señora de los Clarines, 8, Málaga, Spain",36.7297843,-4.439462,high,original,"8, Calle Nuestra Señora de los Clarines, Parque Victoria Eugenia, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"Nuestra señora de los Clarines, 9 - Malaga",house_number,"Nuestra Señora de los Clarines, 9, Málaga, Spain",36.7305487,-4.4392841,high,original,"9, Calle Nuestra Señora de los Clarines, Parque Victoria Eugenia, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"C. Núñez Vela, 2-6 - Malaga",house_number,"Calle Núñez Vela, 2-6, Málaga, Spain",36.7254346,-4.4514797,medium,original,"Calle Núñez Vela, La Florida, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"Nuñez Vela, 31 - Malaga",house_number,"Nuñez Vela, 31, Málaga, Spain",36.7254346,-4.4514797,medium,original,"Calle Núñez Vela, La Florida, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"Obispo Angel Herrera Oria, 2 malaga",house_number,"Obispo Angel Herrera Oria, 2, Málaga, Spain",36.7182957,-4.437979,high,original,"2, Avenida Obispo Ángel Herrera Oria, Arroyo del Cuarto, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"C. Oscar Esplá, 7-5 - Malaga",house_number,"Calle Oscar Esplá, 7-5, Málaga, Spain",36.7022858,-4.4567956,medium,original,"Calle Óscar Esplá, El Duende, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España"
Oscar Wilde 2 MALAGA,house_number,"Oscar Wilde 2, Málaga, Spain",36.7247929,-4.4530693,medium,original,"Calle Oscar Wilde, La Florida, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29010, España"
"C/ Pacífico, 15 malaga",house_number,"Calle Pacífico, 15, Málaga, Spain",36.6973474,-4.4378514,high,original,"15, Calle Pacífico, Pacífico, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
Pacífico 18 malaga,house_number,"Pacífico 18, Málaga, Spain",36.6983487,-4.4377391,high,original,"18, Calle Pacífico, Tabacalera, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"c/ Pacifico, 35 - Malaga",house_number,"Calle Pacifico, 35, Málaga, Spain",36.6937428,-4.440382,high,original,"35, Calle Pacífico, San Andrés, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"C/ Pacífico, 49 MALAGA",house_number,"Calle Pacífico, 49, Málaga, Spain",36.6917382,-4.4412597,medium,original,"Finolis, 49, Calle Pacífico, San Andrés, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España"
"C/ Pacífico, 57 - malaga",house_number,"Calle Pacífico, 57, Málaga, Spain",36.689706,-4.4427878,high,original,"57, Calle Pacífico, San Carlos, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
Palma del rio 13 malaga,house_number,"Palma del Rio 13, Málaga, Spain",36.6902217,-4.4540797,high,original,"13, Calle Palma del Río, Puerta Blanca, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Palmilla, 16 Malaga",house_number,"Palmilla, 16, Málaga, Spain",36.7378349,-4.4261881,medium,original,"Centro Ciudadano Valle-Inclán, 16, Avenida de la Palmilla, La Rosaleda, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"Palmilla, 9 Malaga",house_number,"Palmilla, 9, Málaga, Spain",36.7355054,-4.4275112,high,original,"9, Avenida de la Palmilla, La Rosaleda, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29011, España"
"pedro gomez chaix, 8",house_number,"Pedro Gomez Chaix, 8, Málaga, Spain",36.7179652,-4.4406977,medium,original,"Calle Pedro Gómez Chaix, Polígono Alameda, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España"
"Pelayo, 3-1 malaga",house_number,"Pelayo, 3-1, Málaga, Spain",36.7226603,-4.4324587,medium,original,"Calle Pelayo, La Trinidad, Bailén-Miraflores, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España"
Pelayo esquina Cataluña - Malaga,intersection,"Pelayo and Cataluña, Málaga, Spain",36.7289501,-4.4147497,low,first_street_of_intersection,"Pelayo, 3, Calle Tejeros, Cristo de la Epidemia, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29013, España"
"Juan Gómez Juanito,  malaga",street_only,"Juan Gómez Juanito, Málaga, Spain",36.6951562,-4.4634391,high,original,"Calle Juan Gómez ""Juanito"", El Higueral, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
"Pilar Lorengar, 5 - Malaga",house_number,"Pilar Lorengar, 5, Málaga, Spain",36.6826554,-4.4517468,medium,original,"Calle Pilar Lorengar, Finca El Pato, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España"
C. del Pintor de la Fuente Grima,street_only,"Calle del Pintor de la Fuente Grima, Málaga, Spain",36.7047514,-4.4344525,high,simplified,"Calle Pintor de la Fuente Grima, Huelin, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España"
plaza babel,street_only,"Plaza Babel, Málaga, Spain",,,failed,none,
